Unnamed: 0,date,review,rating,isEdited,title,userName
925,2024-09-26 00:48:22,"I am canceling my service due to how they’re doing their thing now I got this for my daughter which lives an hour and a half away. I do keep it on my phone where I can keep a track on my bill, but she is no longer able to watch it because she does not live in my household. But I do pay for this app and I don’t even use it so what’s the point of having the service anymore? If she can’t watch it I’m paying enough for her to watch it. The same time I’m a one person in a house. I’m paying too much when I’m not watching it.  But yeah, I still pay for my daughter’s phone bill too, so therefore, her phone is linked to my service, but they still won’t accept it because she lives in another household.. and the bad thing is she’s a minor. She can’t go get the service herself.",1,False,Will be canceling service 2024,Gracie bruce
735,2024-09-25 21:50:12,"Plan went from $11 Free of ads with Picture in Picture option which is much needed since I like to scroll in between apps & play games while watching. They stopped that plan and now the basic plan is $7 with ads. I’m thinking that’s not too bad… until I’m watching a show and tried to make the screen smaller on my phone so I can scroll on different apps while the show is still playing… I can’t! Finally figured out the issue. Picture in Picture isn’t available with plans with ads. $16 is the ad free plan Basic plan is $7 which use to be $11 ad free. The plan after that is $16…. So you have to pay $9 extra just to watch ad free to get Picture in Picture? Canceling subscription.. ridiculous. Disappointed. Not even upset about the ads, but no Picture in Picture? & $9+ just to be able to do it? I won’t miss y’all.",1,False,2024 Updates,Teara Moore
1506,2024-09-21 05:40:08,I have an iPhone 15 Pro Max and I like to watch my shows when I go to bed. Now the problem is that when an episode ends it doesn’t autoplay like normal. I’ve done every step I seen on the Netflix help center and nothing. My wife and family watch Netflix on their phones and the autoplay works no problem. I forgot to mention that we are using cellular data cause we don’t have WiFi right now. I’m beyond confused and frustrated I just want to watch my shows without having to always hit the next episode button especially when I’m going to bed. Please fix if possible.,3,False,Major flaw with autoplay,acford24
350,2024-09-20 21:17:54,I love Netflix so much but one thing that I don’t like about this is that they take away shows that people watch in that band on Netflix for a long time and they delete the seasons which makes me really mad and they be deleting shows like there was this show. I really love and they deleted and more and etc. and also there is this show on mermaids that I used to watch and that my little cousin used to watch and they took away the rest of the season and they left us with the bad season. That’s why this app makes me mad and I hate when they do that because the show I really like to watch you can only watch it on Netflix Netflix Netflix but now I don’t even wanna watch it no more because my favorite season started there so that’s why I don’t really really like this app like that no more cause I’m tired of them deleting stuff that people wanna watch,3,False,"I love you, but hate you",Queen Aniyah squad
1994,2024-09-19 01:59:47,"I’m in college and have a shared family account. I can’t even get into it half the time because it says “I’m not a part of this household.” EVERY WEEK. Ever week I verify that I am, and I still get this problem. The annoying part is it is through my moms email so sometimes I have to wait DAYS to use MY Netflix. No other streaming app does this, Netflix is literally THE WORSE streaming app… besides amc of course. Get rid of this stupid “family house hold thing” or honestly I’m just going to unsubscribe and never use Netflix again. I’ve read and have heard from others having this issue too. It’s just so money greedy.",1,False,Can’t use my own family account half the time.,myuserisloofs
779,2024-09-18 17:24:42,"My mom has payed for netflix for well over 10 years and it just recently only allowed the tv’s at my house to watch it. Our wifi is messed up so we can only stream netflix on our cellular devices (aka phones) but my netflix app says “This device isn’t a part of your Netflix Household” i’m not really sure how to fix that, what makes it even worse is that my parents are divorced so now i’m just supposed to not be able to watch netflix at my dads house since i have to be at my moms house on my tv in order to watch it. COMPLETELY RIDICULOUS!!! I will soon be starting college so my real question is will i have to pay for my own netflix account when i move into a dorm instead of using my family’s account?😂😂 I really need Netflix to clear this new thing up because whoever thought of it did not think this through.",1,False,NETFLIX DO BETTER!!!,Spotify Girl 101202303
1712,2024-09-17 03:02:36,"Honestly, not to be that person but if I could give zero stars I would. My family has had Netflix for years now and we didn’t want to deal with the ads so we upgraded. But now with the new streaming rule's don’t even think about watching Netflix anywhere other than your living room TV. You can only watch it on your computer for a month and then not again. And with your phone, you have to reconnect to Wi-Fi at your home every two weeks to stream. So with me being a college student, I can’t watch Netflix at all. There’s a lot better streaming services out there that I wouldn’t have to be paying upwards of $25 a month.",1,False,No sharing even within the household,SweetPea421!
1202,2024-09-13 09:15:03,"My mom has been an avid Netflix user for many years even back when they mailed you dvds. When they went digital we shared an account, it was just me and her and no one else for many years. Obviously I moved out and now I don’t share an IP with her and now Netflix imposed this ban on devices outside of the “household”. This is stupid since it’s literally just mom and daughter and it’s been that way for years. I’m not going to spend an obscene amount of money just to watch two shows since they never have what I want to watch and my mom feels scammed since she got her subscription with the intention of only sharing it with me. It’s not our fault you don’t make enough money cranking out garbage shows in hopes of one hitting off. Stop this “household devices” nonsense.",1,False,We love greed!,MedicVamp
139,2024-09-13 04:25:38,"I’ve been watching Netflix for as long as I can remember. I’ve had a Netflix account for as long as I’ve had money to spend on Netflix and before that, I lived with my family and used theirs. I like to watch on mobile and I’m a passive watcher so I use picture-in-picture. I’m also single and I live alone, so I have the simplest plan. I got an email about a month ago, letting me know that they were giving me reduced price on my plan. They framed this as a good thing for me. However, I soon learned that this reduced plan would come with ads. A bit misleading, but fine. Whatever. I’ll deal with the ads because I’m not going to be tricked into paying more money just to rewatch a show that I’ve already seen 20 times. Well unbeknownst to me, they also quietly removed the picture-in-picture feature from the standard plan with ads. This is where I draw the line. This is a basic feature. To have it held hostage in exchange for paying double the price that was advertised to me is ridiculous. I am cancelling my membership and I have no plans to return, as I am being billed annually at a reasonable price by a competitor.",1,False,No more picture-in-picture? Bye.,am_dun
1481,2024-09-12 20:34:51,The interactive games are so top tier literally nobody else is doing this !! The storylines and captions are GREAT I hope they continue to come out every other day instead of once a week I wait on a episode more then I do on Netflix it’s that good😭😭 I’ve always been looking for a game like this and y’all really did y’all big one !! I love the Selling sunset it should be a game in itself nobody is making games like this I really hope y’all keep this up and maybe even put more focus on this cause wow. WHO ELSE IS DOING THIS ?!?,5,False,The games !!!,5 hours ???
705,2024-09-11 02:47:43,"I love Netflix when I got it I said thank you this is the best it’s one of the best rated 100. I love it you guys should I suggest Netflix because it’s the best. You should always get it when you need something to want to watch Netflix it has the best shows I love and other things like hello but now and I just really want to say thank you now what are they high the other things they don’t have a best thing that’s not what I just said and what you don’t have this you’re gonna get a read it a different I’m gonna give you 45 three stars zero stars pick the best shows you can cause I love Netflix shows you Netflix are my favorite love, Netflix hey❤️‍🔥 hi💗",5,False,Netflix,Xara Bara
50,2024-09-10 03:34:57,"Dear Netflix (or to the people who own it), this is a very good app all though, i understand why you guys have added adds but people are saying they are getting them a little too much. I’m not aging get rid of them, i’m just saying maybe a little less, I honestly haven’t gotten THAT many, but there is times where i get annoyed by them. But I mean, who doesn’t?🤨

Another thing I want to say is please please please stop removing the good movies and shows.😭 I understand you have to remove movies at one point but why can’t you remove the less popular, and not as good movies/shows because i hate having to go on all kinds of different apps to find the good movies that i want to watch.

Other than all this, Netflix is one of my favorite apps to watch things on. A lot of my fav shows/movies are free on here which i’m very happy about, and it’s a very nice app. To all the people questioning getting it, i recommend you do. it’s a very nice site to go on, watch your favorite movie, chill and take a break from school/work stress, and don’t blame me if you get hooked! (cuz i am too😭)",4,False,"Chill, Eat, Relax, and just Take a Break.",ihatetalkies
142,2024-09-08 20:53:13,"Netflix app stopped working on my older iPad running iOS 12.5.7 on Sept 6, 2024 after Netflix enabled ads on my subscription plan. Their “Standard with ads” plan is $6.99/month. When I reached out to Netflix on Sept 7th, I was told a ticket would be opened with their developers to have their “Download an older version of this app” to work as it previously did with the AD FREE version. I told her my iPad worked fine with ads on the PRIME VIDEO app. I was also told I would receive an email with the ticket information…..I called back on Sunday, Sept 8, 2024 requesting escalation to a Supervisor because no ticket had been created for the issue and no email had been sent to me — I had been LIED to…..Supervisor stated ADS ONLY WORK with iOS 15 & later. I advised her I would NOT be forced (bullied/strong-armed) into paying MORE MONEY for an app that stopped working because they would not make a simple configuration change. I primarily watch Netflix using my iPad so I requested immediate cancellation of the subscription. I know they do not care that they lost a long time customer because they have so many new customers.",1,False,App stopped working AFTER Netflix enabled ads,Frebreze11
1713,2024-09-08 19:06:03,"When starting and then pausing a show or movie on one device and picking up on another (iPad, iPhone, smart TV, Roku) the show or movie tends to start over or pick up in a place I had paused prior to the most recent pause.  Not sure who is at fault, but figured it may be you, since none of my other apps are doing this.  I thought perhaps it could be my fault for not closing out Netflix properly, so I carefully and thoroughly, step by step, closed out Netflix and then the entire app before resuming somewhere else.  This was not a fix.  It’s still happening.",3,False,Not syncing throughout devices,Mad_Jen
1388,2024-09-07 21:35:09,"I’ve had Netflix for years, I had the basic plan. Come this month they removed me from the basic plan and automatically placed me on the plan with ads and limited movies/shows. So I’m forced to either upgrade to a more expensive plan than I previously had to watch everything, deal with it, or cancel my subscription. Instead of just allowing us to watch everything with ads, they took it a step further and limited the available things to watch. It’s not worth it anymore. I think it’s time to cancel. Plus the prices are constantly increasing, and with this whole thing on the household restrictions and having to verify what feels like every other day. I’m over it. Corporate greed at its finest.",1,False,Canceling subscription.,Theappiscrap
970,2024-09-07 01:32:57,"I strongly dislike how Netflix has tried to increase revenue. Restricting users from using their Netflix account at other homes is outrageous, especially when that user lives in multiple homes! Our neighbor’s family had to purchase three Netflix accounts because they have a winter home, summer home, and vacation home. This is absurd and a huge waste since two of them won’t often be used. Not to mention the poor who often can’t afford it at all and their children try to watch at their friends’ houses and can’t. Meanwhile Netflix is tripling revenue mostly off of low income individuals. I will never pay for Netflix so long as this is the policy Netflix holds.

And I can’t watch on my iPad mini 4... no support whatsoever but many apps on this iPad work well.",1,False,Home use policy and older devices not supported,Tealie-o
842,2024-09-06 20:55:31,"Pokémon Journeys is leaving Netflix and it’s a disaster! That makes me sad because it’s my favorite! 🥺 And it’s an original series! And you’d never remove popular or original series. Luckily I still have a month before it goes bye bye! 😮‍💨 I’m gonna have to ask dad to find another streaming service… and when it’s gone, I’m gonna have to switch to a more boring show…Pokémon Indigo League. Goodbye, Pokémon Journeys. You will be missed. I await your response, Bigboybenny's daughter, Emma. P.S. Pokémon Indigo is less 
exciting, and Pokémon is the only anime I watch. In fact, what other anime would I watch?
And you’re removing The Super Mario Movie? Unacceptable.",5,False,You made me sad.,bigboybenny21
778,2024-09-06 00:27:26,HOW DARE YOU REMOVE THE KARATE KID FOR NETFLIX that is the only movie i watched this whole summer and you want to remove it 😡that is one of the best movies ever and u want to remove it 😡 are u serious right. you should not remove that movie and not only that u decide to remove the grinch ARE U SERIOUS this is horrible like how am i supposed to celebrate christmas without watching the grinch ? i know u like the grinch don’t u ? netflix is great and all but REMOVING THE KARATE KID AND THE GRINCH . maybe u should reconsider this and not take the favorite movies away . thank u for ur time 😊 u took away the next step to like who do u think u are like ur not giving u slaying the day AND U MOST DEFINITELY DID NOT ATE,5,False,why are u removing good movies 😡?,kiara dejesus
968,2024-09-05 01:12:47,The app is great! And we can watch our movies and all but sometimes when theirs like a lot of seasons to it and it says “it’s leaving in September 5” doesn’t really give us a lot of time to watch the full seasons! One of my favorite shows are leaving tomorrow but the episode take time and there is a lot of seasons with it and not to mention some of us have school so we have to go to bed early and get ready or something but when we try to watch our show and it says it’s leaving tomorrow or soon it stresses some people out including me. Netflix please fix this….,4,False,The app is awesome but…I have a few problems that are kinda stressful,𝙱𝚊𝚔𝚞𝚐𝚘𝚜𝚒𝚖𝚙 ♥︎
972,2024-09-02 23:42:26,"netflix used to be the number one streaming service but now i find myself looking to other apps unless there is a must watch only available through netflix and normally i find that those “must watch shows” are only on this service for a short amount of time before disappearing. but most relevantly, the app features itself are much more limited than most other streaming platforms. i hate that it both doesn’t have a widget for easy access to my current show, and also doesn’t connect to the apple tv app either to add a widget that way, and if i want picture in picture to keep watching while i respond to a message or look something up, i’d have to pay almost double the price to get ad-free whereas most other services still allow picture in picture with ad based plans. and that’s all not to mention the fact that you can only have 2 devices (another fault that most other services don’t have). while yes, there is a dwindling list of decent things to watch on here, most people i know have cancelled by now and i’m not far off. do better netflix.",2,False,netflix has really gone downhill,Randomness of me
610,2024-09-01 21:47:49,"Netflix, I absolutely love your app. I use it almost every day but today is very day Sunday, September 1, 2024. You deleted one of my favorite movies Lego Ninjago me and my brother absolutely love that and we don’t have any other apps to watch it on so if you see this, can you please add it on the Kids account? I have less suggestion for you, there’s a lot of movies mermaid magic I recently watched and it left me hanging. Please add more episodes. There’s one movie that is really scary. I don’t think it should be on the Kids account. It’s scary for even me and I’m 10. It’s the series of unfortunate event please start thinking about taking it off. Thank you.",5,False,"Please please read this September 1, 2024",Hiii love you game
301,2024-09-01 17:50:36,"I left NF about a year and half-2 yrs ago due to the cost and nothing new to watch. I saw the subscription fee was now $6.99, so I thought I’d give it another shot last night. I have already canceled my subscription!!! The one household thing I sort of get although I think it’s dumb. And the purchasing an extra slot blah, blah is also dumb. But what my deciding factor in canceling was…Picture In Picture is apparently NOT available on the $6.99 plan!!! Unbelievable! There are FREE streaming services that allow this. I am just…smh! I even had messages the support chat to figure it out. I was told the info was available on the website and that “they’ve provided me with all the info they can on their end & it’s unfortunate it’s not to my liking”. I never leave reviews but it was the first thing I did after my chat. So sad. I’ve pretty much been a NF customer off and on since 2004, back when it wld take a week to get discs off your que. Very sad Netflix! I will continue to use ANY OTHER streaming services than yours!",1,False,Absolutely ridiculous!,bubbajs2001
1924,2024-08-31 02:41:33,Hi so I started watching total drama recently (a friend recommended) and I really want to know what happens next I don't understand why u guys don't have all the seasons? But it's not just total drama I used to love victorious but then you took off 2 seasons like. But I need the total drama series I can live without victorious I just really need to know and theirs no other streaming service that has all 6 seasons so pls I'm pretty sure a lot of people would agree. But other the  that Netflix is one of my favorite streaming sources. Anyway hope you all have a good day! Bye now,3,False,Add all the seasons of total drama,🫂💋❤️🌹😍🥰
568,2024-08-30 03:22:58,"Giving one star because today I found out that the basic plan is being discontinued. Netflix is a large company and has a high stock price. It continues to invest in higher quality shows and movies. However, they are increasing the price and removing the basic option because some of their investments have fallen flat. No one should pay for this service with ads.  We are forced to pay $3.50 more per month. I will be canceling my plan and joining up with a friend for the standard plan and spilt the cost to circumvent this unnecessary increase. The basic plan was a good option, especially, for people who didn’t want to share their account or singles. The removal will turn many people to cancel and I encourage people to do so, so they bring back the basic plan. This company is greedy, remember, if your wondering if they “need” to increase, their stock price would not say the same.",1,False,Discontinued Basic Plan,Coop__mar
