,date,review,rating,isEdited,title,userName
10,2023-05-27 13:44:33,"After years of marking up the price over and over I have finally had it with Netflix and their price increase over password sharing. I reached out to customer service to see what I could do about using the service in my home I travel to for work, as I am still in the same household as my family but would like to access Netflix. This man’s response to me was “use the mobile app” and when I said I can’t watch on my tv he said “no you have to pay 7.99 for another screen” 
So I have to pay extra for a service because I travel for work and want my child to be able to watch at home still? This is how you treat customers that have been with you for years? I hear you loud and clear Netflix. Paying for 2 screens is not enough for you, you need more from me. I think you will find this move, and the way you are having your representatives address this with customers (rude and dismissive quite frankly) will be the end of your company. 
No amount of original content games or reruns will entice people to pay for your app, when there are much better services out there for a lot less money. I actually think I pay in total for 4 other services for what you were going to charge me for your service in both of my locations. 
I hope you will learn from this mistake, but I don’t think you will. Congrats on being the new blockbuster!",1,False,Finally canceled subscription,Aprettyangryman
11,2020-03-05 23:01:35,"I love Netflix and admittedly have things streaming far too often throughout the day. Everything works beautifully and it’s easy to search for what you’re looking for and the list of saved shows is fine too. My big issue, however, is with the currently watching area on the tv app, phone app, and website. Sure there are tons (and I mean TONS) of articles all over the web giving instructions on how to remove shows from the currently watching section that you no longer want to view, but Netflix it’s your job to provide an easier method for doing this. It’s unrealistic to expect people to go into their history and delete a millions episodes of a show just to get to the movies and whatever other shows they need to remove from that section. Just allow a space on the titles to remove them from that area. Especially for shows or movies that you try out and end up not liking. They stay there for months! Also, the app on tv plays the show or movie just when you’re trying to read the info about it and guess what?? That also adds that title to currently watching! Fix this issue please! It’s 2020! We shouldn’t have to google the hundreds of articles teaching people how to get around your archaic ways with this one thing. Do better, Netflix.",3,False,Currently watching is a nightmare!,kro817
12,2024-02-08 06:51:19,"Dear Netflix, for the past few months I have installed the Netflix app on my ROKU TV to watch Netflix content on my TV. Unfortunately, your program doesn’t run well with ROKU’s service. One the biggest issues I have with your platform, is the app kicks me out randomly and sends me back to my Home Screen. The other problems I am experiencing with the app include slow loading, and lagging with the pause features, rewind and fast forward features. This has made my watching experience unpleasant and I find myself watching shows on Netflix as a last resort when the shows or movies can’t be found anywhere else. I have tried many things in order to solve problem such as, disconnecting and reconnecting my WiFi, and uninstalling and reinstalling the app, none of these Methods have done anything to improve the functionality of the app. Also, this problem isn’t limited to just me, someone else I know happens to own a ROKU TV and is experiencing the exact same problems. I don’t understand selling to a company that is not compatible with your services nor do I have any interest in continuing to give you a monthly fee for inadequate and lagging services. I suggest you fix this before you lose more customers like me. I would recommend others do the same, and support rival companies who can provide adequate service for the same price or less.",1,False,Not compatible with ROKU Tv,Panda song
13,2022-11-05 17:44:12,"ok i love this app a lot but i have a few minor problems. for starters there should be like a teen-tween section for kids 12-16 because it's hard to find good shows or movies for my age group that's not boring or wrong age group.  another minor problem, i find it kinda annoying how netflix only has like 2 out of 5 seasons of certain shows like just put the whole series in there instead of bits and pieces of it. personally it's not THAT bad but it's still kinda annoying. another problem,  STOP CANCELLING SHOWS!!!!!! i swear it's so annoying how i'm like halfway through a show and then it gets canceled meanwhile dumb kid shows that BARELY ANYONE WATCHES gets like 15 seasons and like 100 episodes meanwhile the show i'm halfway through gets canceled ON A CLIFFHANGER!!!! i have one good ideas to help improve the whole cancellation system. every other month have some sort of poll to like see what shows people still watch and see what people don't watch so you can cancel things without people being mad at y'all. like i said before, great app, use it daily but PLEASE PLEASE PLEASE consider some of these ideas i feel like if they get added then your app could be AWESOME. please consider my ideas. thanks",4,False,PLEASE READ AND CONSIDER MY IDEAS,SharkeyGirl2010
14,2019-11-13 16:13:38,"I noticed over the past year that I have been using Netflix less and have been really disappointed with their selection and layout. So I downgraded to the lowest possible billing option and have been great with it for months now. Layout: I wish that when I selected which genre I want to watch that it showed a years list. I like 90's suspense thrillers and kids holiday movies, 50's creature feature horror movies, and 80's action and comedy movies. But it's a bit hard to find with their made up titled sections and makes me waste more time searching than watching. And the search feature doesn't not show me all the movies in these keywords as only a few can fit on the search screen. Also, there movie selection in these categories aren't that much and I end up watching Crackle a lot more. Ended up watching Crackle and Freeform Channel for Halloween instead! I feel Netflix has too much Drama and Gore movies-not my cup of tea. I expected new seasons of ""Sabrina the teenage witch,"" ""Mystery Science Theater,"" and other such shows to be new and available for October but they were not. So knowing when to show new show seasons for holidays is lacking. Who needs the new ""Nutcracker"" movie in July!? Also, when am I going to see new ""Mystery Science Theater"" episodes? Love the new show!! Creature feature movies are really lacking on Netflix!! And when is the new ""Bright"" movie coming out!? This is why I downgraded.",1,False,"Downgraded instead, Not watching as much",Angrymonkeymermaid
15,2020-07-22 18:39:21,"honestly, If you haven’t gotten Netflix, what are you waiting for?!? Every single of my favorite series EVER, have been found on Netflix!! The app is significantly easy to use, and my favorite part is their always adding more!! It’s really easy to find things that your interested in because the app takes what you have watched, and recommends similar options. Most Netflix originals are also genuinely very good!

I do have two suggestions for somethings that could be implemented in the future. My  first idea is that you could be able to follow other people. This way you could find out what your friends, family, or anyone else you know, is watching/interested in. You could find lots of great shows that you didn’t know about or watch before. My second thing is something that has been mentioned in other reviews, and that is an actual, legitimate teen section. And i’m not talking tv-7. I’m  talking quality shows, PG13/TV14, stuff like that. I think both of these ideas could help improve Netflix in the future.

That’s all I have! Overall, Netflix is a wonderful app, full of great selection, amazing viewing quality, and awesome shows, movies, documentaries, you name it",5,False,amazing!!,krinklefries10
16,2021-06-25 07:40:09,"Henlo, I just wanted to write a little review because I love Netflix and have been on it since I was very little. One thing I would like to be added is a teen section. I’m almost a teenager and I love watching anime but all the good anime are in the adult section. The only anime that fits my expectations in the kids section is yu-gi-oh, card captor Sakura, and and K-ON. My parents are kinda strict with gore and nudity but all the anime’s that fit their standards are in the adults section 😭. I think a teen section would be great for everyone because the kids section is wayyyy to kiddish and the adults section has wayyy to much inappropriate content. At least keep the teen section at PG-13 to TV-14 ( depending on the TV-14 content.) Also, I think the rating system for Netflix is kinda broken. Like Naruto and demon slayer are the same rating when demon slayer is LITERALLY ABOUT DEMONS WHO EAT INNOCENT PEOPLE AND THE ONLY WAY TO DEFEAT THEM IS TO DECAPITATE THEM!!!! At least finish the show or skim it good enough to rate it with a rating that fits the show and isn’t off so that innocent people (like me) who want to watch anime with strict parents and won’t either be traumatized from a sexual anime being rated too low and a age appropriate awesome anime being rated too high and not being able to watch it. Thanks and happy pride ;)",3,False,Pretty Gucci,Pikachu 639354&4693647
17,2021-02-18 16:06:43,"Dear Netflix,

I love Netflix SO much but, I do think it needs some work. First, I think there should be a teen section. The kid section is too immature for teens while some of the things in the adult section are too mature. The PG-13 and PG-14 content should be in its own section. There are also some titles that are rated TV-MA that also don’t feature much inappropriate content that could be in the teens section. I think the teen section can feature cursing, kissing, and violence but no nudity. Second, I think you should be able to lock your profile because kids can enter the adults section very easily and watch something inappropriate. Also if you share your Netflix account with other people they can enter your account and watch shows which will then give you show recommendations that you aren’t interested in or mess up the shows your watching. Third, I think you should be able to delete shows you watched but didn’t like from your Continue Watching because then a long list of TV shows and movies will line up and I think you should be able to do it from ALL devices. Fourth, I think shows shouldn’t be removed as often as they are and more shows should be added to the kids section since, its not updated as frequently as the adults section.",3,False,PLEASE READ!!!!,GIGI👱🏼‍♀️👸🏽👩🏽
18,2024-02-04 21:43:53,"First of all I love this app it has many great shows and movies but first can you make it that you have to enter a pin to enter another account because everyone is deleting my shows and watching others and it’s annoying removing them all and can you finish shows like miraculous tales of ladybug and cat noir because there is only a 3 seasons but on Apple TV and Disney there is 5 seasons and why did you remove 4 seasons from my little pony there used to be nine but now there is only 4 and stop removing good shows and movies like minions and can you add the loud house series I mean what is the point of having the loud house movie if your not going to have the series and can you add newer trolls movies like trolls world tour and trolls band together

Edited you guys have gone way to far!! You’ve removed my childhood movies now you are removing my favorite Pokémon shows please stop this I’ve seen you guys cancel removing shows the map or the haunted house so you better do it with the Pokémon shows when I heard the news that you are removing my favorite Pokémon shows a actually started crying Pokémon is the reason I feel like going on an adventure and I don’t have access to Apple TV or Pokémon tv so please don’t remove my favorite Pokémon shows 😢",3,False,Great but could be better,why all name tockan😡
19,2020-07-27 01:37:50,"Guys I know your probably thinking:”I don’t know if I should download this app m maybe I should see the reviews.” Well look at this one, don’t look at anymore because, I’m here to convince you to get it, and tell you about the amazing movies you should watch after you download it. First off it’s not only movies you can watch, you can watch tv shows too, and they are awesome. Now some of them do include homosexuality and I don’t like that so I just skip the parts and of movies that have them, and please don’t judge me for saying that, anyhoo, there are some top notch movies here, like a thousand words, The Kissing Booth, The Kissing Booth 2,( trust me you GOTTA watch those two) and there are cool tv shows like, The Flash, Green Arrow, Legends of tomorrow, (then again these is just dc) Marlon, The Green House academy( if you really like teen tv dramas you will really like The Green House Academy!!) any way, you can also go to the search bar and you will see the things that most people that are interested in, like the movies and tv shows. And don’t worry because yes it has a continue watching section. And the last thing that I wanna say is that YOU HAVE TO WATCH THE 2 KISSING BOOTH MOVIES!!!!!!!!!!!! Bye",5,False,BEST APP EVER!!!!,Kiat389
20,2022-05-05 00:44:22,"Hi Netflix and anyone reading this!
I think Netflix should have a teens account. For me personally I’m only allowed to have a kids account and I’m sure many people can relate. To be honest some things on the kids account are good movies. But for people 10 and older that need to have a kids account need a higher selection…sometimes I can watch the grown up account with parent supervision but I would rather just have a my own account. Right now I barley use my kids account and watch the grown up account but some parents don’t feel comfortable. Their kid can hide their phone and could be watching  weird inappropriate things. On the grownups account most things are rated R but some things don’t need to be on there like Stranger Things  and other shows etc. But on a kids account there are things for babies or little kids like Cocomelon. There is a grown up and a kid but their needs to be an in between. I don’t understand why Tall Girl is on the kids account. If someone who watches coco melon watches Tall  Girl  they will see boyfriends and girlfriends that 2 year olds shouldn’t see. Anyway, I think their should be a teens account. 
Thank you for your time.",4,False,Teens account,A_J_C11
21,2024-05-01 16:47:50,"First they upped they’re rates but for what they had to offer it was worth it mainly. Then they make it impossible or rather HIGHLY inconvenient to access your family’s account if y’all aren’t on the same WiFi which means the Netflix subscription I got through our shared phone plan is useless because we don’t all live together. Plus with a majority of the shows and movies worth watching being blocked if you don’t pay extra, why would I waste my money and time going through your system. They’re simply making they’re app more exclusive to people who can pay for their inflated rates that allows them to churn out terrible original dramas no one asked for with a low turnout rate as far as quality entertainment. Most of the things people watch from Netflix are only because they’re so bored watching all the old shows over and over again they just don’t even care about the risk of watching a show with a lack of creative writing bc they’ll just jump ship and try the next one. Until they fix this sign in issue OR widen the access to shows again (which they’ll never with established subscription levels), this platform is dead, and only usable for people entertaining their kids at home while they go watch whatever 5-10 season show on Netflix they like for the 5th time.",1,False,The downfall of a once great platform,The virus 899
22,2021-09-18 23:01:38,"I really like Netflix, but for the past month my family and I have been experiencing some technical difficulties with Netflix. The T.V shows and movies will begin to play and then all of a sudden the sound will completely go out. Also the picture will sometimes go out. I started to think there was issues with my television so I had someone come and check my television but no issues detected and not to mention my television it’s a smart television 65in Phillps t.v. That I just purchased last year from bestbuy, But anyway I absolutely would of given Netflix an 4 star or perhaps a 5 star rating if that was an option. As I stated earlier I really like Netflix it’s the small technical issues that’s the only problem but far as New television shows and new movies especially the older movies I haven’t seen since I was a child I love the fact that Netflix offers so many different varieties of movies and television shows, as well the cultural difference I really appreciate and love that. There’s something to watch no matter what gender what religion what sexual organ you are/consider, So  basically keep up the great work just please fix the technical issues!  Thanks sincerely Ms Alicia Rhodes",3,False,Experiencing technical difficulties and issues with Netflix.,SwaggieboiGaming
23,2021-09-19 00:27:17,"I loveee watching Netflix on my phone, but with the new update there’s an issue. At the last minute or 30 seconds of my show, the screen goes black, but I can still hear the audio. Once the episode ends, it stops, but at the end of the next episode, the same thing happens. It’s getting really annoying, so I decided to see if other people were experiencing this bug too. So I read through a couple reviews and everyone has said the same thing that’s happening to me. I have tried ABSOLUTELY EVERYTHING to fix it!! Restarting my phone and the app, logging in and logging out, and even clearing the data on my account, nothing helps!! It’s really getting on my nerves. Also, most shows are making my iPhone heat up. I was watching Haikyuu one time and I noticed that my phone was getting really hot, so I decided to unplug it and close out of the only app that was open, Netflix. About 7 minutes after I closed the app, my phone had cooled off significantly. I noticed that it was also draining my battery a lot faster than usual. It might be that my phone is getting old, but I just got it 9 months ago. Another error I noticed was that my screen was getting dimmer too. Again, this might just be me, but seriously, I have never experienced this many issues with Netflix. I’m getting irritated with all the bugs. ONE STAR!!",1,False,MAJOR BUGS,yagirlvicky
24,2024-02-15 00:34:51,"I love Netflix overall. The movies, the tv shows. Everything! I hate that you now have to pay extra to share in between households. Me and my cousins family have been sharing Netflix for long over a year now and today I went on to watch a show and… POP! “You need to update the household for ********@******.com! This is so irritating. Me and my family have been watching a series that is so much fun for family time at night. We won’t be able to finish it anywhere else without individually paying for EVERYYYY single episode. It is out of our budget to get it with adds, let alone without adds. You will lose so many viewers because of this new update. I wish you were still able to share in between families and have no adds! It’s not that unreasonable sharing in between family’s anyway! My grandparents just the two of them might want to use Netflix but it would be super unreasonable to pay for it if they are only going to have one account. We therefore might share with them so that they have access to something that someone in the family is preying for. It’s very irritating! Please change it back to the way it used to be. This is overwhelmingly frustrating.",3,False,This makes me mad…,sandyGstorm
25,2023-05-31 05:54:04,"First off I want to start off by saying that Netflix is probably one of the best streaming services available. Hella shows and movies. They sort of(elaborate later) keep up to date with shows that recently add new episodes or new movies that come out, though I have some concerns. First off, I think they try too hard to push their “Netflix original series” stuff to viewers to the point where they remove shows and movies that people like to force them into shows like paradise PD. Believe me, it was one of my favorite shows ever, but still, they take off way too many movies that people like to rewatch often like Shrek for example. As I was saying earlier about keeping up to date with new episodes and new movie releases, they tend to be very late with the additions. Even though they do still add them when the show is relevant, it’s usually not for weeks sometimes months before they come to Netflix. Overall great app interface, wide selection to choose from, but I think their only major flaw is pushing their own stuff too far down our throats and blocking our view from other amazing shows.",4,False,Awesome app but some problems,Daniel Borovsky
26,2021-05-28 03:11:25,"Netflix is great and all It has a lot of the shows I love but a few things bother me. Number One and it isn’t that big of a deal but when you pick “who’s watching” and you can change your icon for a person it great idea I like it but it’s not that personalized. Half of the shows it has for pictures on there I’ve never even heard of, don’t like, or not even remotely related to my interests. I think that based on what that person watches. For example I love how to train your dragon I watch it all the time but there’s no icon pictures for that. I think based on that I watch that all the time it should automatically put a section for those icon pictures on mine that would be much better. There’s something else I don’t get. How to train your dragon for another example you only have the second movie and two shows on there. What about the first and third movie and the other shows how to train your dragon is a whole connected thing why not have a he whole thing on there. A few other shows and movies have that too you have on movie but not the others even though there the same movie. Anyway thank you for reading this and please consider my suggestions Thank You!",3,False,More personalized Profiles,HXJ45
27,2022-11-17 21:38:32,"Before I start, I will say that I love your quality it’s so frickin’ good. It pleases and soothes my eyes, along with areas in my brain. Anyway, a various amount of people adore Vampire Diaries and are sad that it’s gone. I’m proud to say that Vampire Diaries has helped heal, shape, and improve the minds of thousands and possible millions of individuals during the journey of the 2010’s, and it’s incredibly tragic, frustrating, and emotional that it has been taken from us.
        If there’s no way to put the show back on, at least give us closure by admitting that, but I am demanding that you do what is necessary to bring it back. If you’re already in the process of its return, thank you so much. However, if you’re not, get to it. A variety amount of people have watched the show during our recent global pandemic’s quarantine, and the emotional attachment has been enhanced to real, true, and deep. You won’t regret it. After all, I’ve heard that many subscribers have been declining because a lack of interest, but I can assure you that Vampire Diaries will bring back a handful of those viewers, and new users as well.",5,False,Crucial Information,yuh🙄😏
28,2024-06-01 17:02:13,"Hey! Any devs reading this may you please fix this, I use this app to watch movies and to entertain my little brother when he doesn’t have his tablet or if it’s dead. But when I try to watch something and one of the previews show up, I can’t pause it and when I try to get in until like a movie or a show or something, it’s really annoying because the audio of that preview is continuing to go through my movie or show, may you please fix this? It’s starting to get annoying. (( Edit: also for my age group I’ve been finding a lot of problems with using Netflix for example, the kids don’t have a lot for my age group and the adult section has way too much stuff that are more mature and it’s really hard to find shows and movies for me to watch because of my age group and I would recommend to add a tween to teen section in this case 12-16 section and I would like to use Netflix, but Netflix just doesn’t have a lot of stuff that support my taste. I only have one show on Netflix that I will watch again. I want to try more things. This will be great update for me and I don’t use it as much because of this and thank you.",4,False,Love the app but..,just telling everybody
29,2023-01-07 14:36:00,"Reading the other reviews, you don’t seem to be looking at the the reviews in the first place. So if you are reading this, I’m just going to hand it to you. First of all, STOP CANCELING ALL THE GOOD SHOWS AND MOVIES. When I finished some other shows, I decided to watch Mean girls. But apparently, you had canceled it. So I searched on some other, more RELIABLE apps, and they didn’t have it either. Why are you keeping crappy shows like KID DANGER and BRAIN CHILD on here but not some of the most popular well rated movies and shows?? That doesn’t make any since. I rated you four stars because I haven’t had many problems. But this one time period, I tried many times to change my profile from my phone and it just wouldn’t allow it! What the heck? Since my phone is connected, I tried on the TV and it worked. Again, WHAT THE HECK? I’m frustrated when I say this- but Netflix, you’re not as on track as you used to be. I know there are real people working hard for this company and app, and I’m sorry if I’m just laying more on you. But we don’t always want the “popular” or “most watched” shows and movies. So could you PLEASE stop cancelling shows?? Thanks. Bye.",4,False,NETFLIX LISTEN,aNgRyGamer0_0
30,2022-10-13 02:57:05,"So, Netflix. I was scrolling through what was new in the kids profile, like always but then- I find two Shows. DI4RIES and Dead End: Phenomenal Park… DI4RIES: Contains a bad word and gay, not that it is bad, but in a kids profile?? I’m Really sorry, but it doesn’t sound right. Dead End: Phenomenal Park: Just started and right on the second episode it shows gay yet again. I mean- Again it’s not bad to be gay or anything, but it seems like it should be in some teen or adult profile, not the kids- and it’s in the kids setting, so everything there was for kids. And I don’t at all watch those shows. So I have no idea how it was there, maybe some glitch?? My Total Review: I’m giving it 4 stars, because I don’t want to shame Netflix for adding gay or LGBTQ things. Netflix is good and all, but I wouldn’t recommend adding those things to the kids, as they may start asking questions that they shouldn’t at their age. Also, please don’t remove Naruto or the good/old shows on the kids and adults. I badly love the shows that are being removed, I see bad complaints shaming Netflix for what they are doing, Netflix is amazing. Continue being you Netflix, Inc.!",4,False,Good But..,:1235678927738829292
31,2023-02-13 04:20:18,"I’ve been a Netflix subscriber for a very long time (since before streaming!) One of the reasons I’ve never canceled is that when they would come up with a new (stupid) idea, they would listen to their customers and fix it! I hope that they listen about the awful password sharing restrictions. Screen restrictions already keep you from sharing your password with too many people. I upgraded my account from 2 to 4 screens years ago, just so I could share my account with my sister. 
Is the money Netflix will make from this new fee going to make up for what they will lose with people canceling? My sister watches Netflix because she can use my account. This rule will not cause her to get her own account and I will either downgrade my account because I won’t need 4 screens anymore or I will cancel Netflix because of all of the other streaming services that I already subscribe to that don’t have these rules.
Netflix, please listen to your customers like you used to! If your subscriptions are down, come up with ways to entice new customers to join, not punish your current customers who have been loyal to you for years!",3,False,Netflix please listen to your customers like you used to!,slms15
32,2023-07-20 12:31:04,"Netflix over the past many years has been constantly increasing the price for their services. Everytime it felt like I just wanted to enjoy a tv show or a movie I was always getting messages about how Netflix is yet again increasing the price…and now Netflix has done it again with removing free use of family sharing in different locations under the same account. They have also changed their plans yet AGAIN to make the consumer buy a service that genuinely only benefits them. They had a basic plan that most consumers bought because it was the best quality for the price and now they are completely removing that plan to make us seriously pay 20$ a month but they think it’s justified because you get your family sharing back with 4 lines! When we used to be able to do it for FREE! And the only other option is the 7$ plan with ads. Now I’m going to give my opinion on this, I would rather pay more money and not have ads but the fact that Netflix is taking their basic plan with no ads away and leaving a huge affordability and quality gap between the 2 plans is undesirable. I will be most likely canceling Netflix in the future because of the cost, greediness, and the lack of quality in good entertainment and removing the actually good entertainment.",1,False,Most Greedy Company,D.A.W.N.
